name,speed,shootAccuracy,shootPower,defense,stamina,totalScore
Sander Duits,45,55,72,58,80,58.50
Sidnei,63,46,61,78,72,58.50
Stefan Buck,63,32,77,62,76,58.50
Adriano Pereira da Silva,62,42,67,71,72,58.45
Elvis Bratanovic,64,60,59,20,51,58.45
Fabio Caserta,53,62,65,45,44,58.45
Frederic Biancalani,77,33,59,74,81,58.45
Gaetano Letizia,85,36,49,68,81,58.45
Gary Kagelmacher,80,26,65,69,74,58.45
Graham Alexander,52,50,72,65,60,58.45
Idrissa Mandiang,55,38,77,63,86,58.45
Jason Denayer,78,42,51,74,69,58.45
Jasper van der Heyden,77,53,50,31,58,58.45
Julian de Guzman,59,46,70,61,58,58.45
Ken Leemans,52,48,72,59,78,58.45
Kevin Lejeune,67,51,59,36,71,58.45
Marcin Kikut,68,47,58,63,68,58.45
Ondrej Celustka,67,45,59,74,69,58.45
Paul de Lange,61,51,61,64,67,58.45
Sergei Mosnikov,66,51,62,35,60,58.45
Uwe Huenemeier,67,40,65,74,63,58.45
Yohandry Orozco,67,53,62,24,53,58.45
Angelo Obinze Ogbonna,73,25,71,84,70,58.40
Baptiste Guillaume,42,68,72,20,56,58.40
Charles-Elie Leprevotte,66,53,61,35,53,58.40
Denis Viane,67,39,65,69,73,58.40
Ivan Paurevic,50,49,74,66,64,58.40
Jason Holt,71,48,57,42,70,58.40
Kevin Piere Lafrance,70,39,66,59,59,58.40
Kristian Nushi,67,51,59,41,65,58.40
Luis Olim,65,44,64,65,65,58.40
Moussa Kone,71,60,51,19,57,58.40
Oscar Zawada,53,63,66,15,61,58.40
Tim Sparv,53,46,69,75,85,58.40
Cyriaque Rivieyran,72,34,65,64,77,58.35
David Gigliotti,56,61,65,21,54,58.35
Fernando Navarro,65,36,67,84,75,58.35
Guga,68,61,49,30,69,58.35
Guilherme,66,60,55,28,53,58.35
Igors Tarasovs,69,49,55,66,63,58.35
Jonathan Franks,73,46,61,11,76,58.35
Joseba Garmendia,64,51,61,52,59,58.35
Liam Henderson,67,53,59,48,45,58.35
Luis Moran,72,49,60,39,42,58.35
Lukas Jarolim,65,52,60,43,62,58.35
Manuel Lillo Castellano,67,46,55,74,85,58.35
Menno Heerkes,68,55,52,49,68,58.35
Nwankwo Obiorah,69,28,74,60,81,58.35
Rudy Haddad,60,58,60,28,71,58.35
Sebastian Cristoforo,66,36,71,70,59,58.35
Tobias Pachonik,74,44,55,57,72,58.35
Tomasz Nowak,68,49,54,50,91,58.35
Wesley Sonck,54,65,63,14,61,58.35
Abraham Gonzalez,38,57,77,68,66,58.30
Antonio Ghomsi,74,36,62,63,71,58.30
Barry Nicholson,54,56,63,53,75,58.30
Erjon Bogdani,32,72,78,26,48,58.30
Fabian Holland,72,38,59,76,76,58.30
Gael Bigirimana,71,51,53,58,58,58.30
Gavin Skelton,69,54,54,36,68,58.30
Hotaru Yamaguchi,75,49,49,51,77,58.30
Jaap van Duijn,67,58,57,29,45,58.30
Joao Paulo,53,65,69,10,34,58.30
Juergen Saeumel,74,37,60,65,75,58.30
Kevin Brands,50,59,70,32,60,58.30
Kevin Soni,75,50,53,45,53,58.30
Mensur Mujdza,64,42,66,69,65,58.30
Nicolas Viola,67,40,67,49,73,58.30
Sandro Gotal,63,55,62,15,71,58.30
Scott Chipperfield,44,66,68,60,38,58.30
Thiago,59,41,69,68,84,58.30
Tom Brighton,57,61,64,20,54,58.30
Vincent Pajot,55,51,64,72,74,58.30
Yoann Folly,74,36,63,61,67,58.30
Adam Duda,57,59,63,33,58,58.25
Adam Vass,70,45,59,50,71,58.25
Akpo Sodje,62,58,60,25,60,58.25
Alberto Rivera,65,51,58,46,75,58.25
Andre Dias,55,42,76,76,51,58.25
Andre Leao,53,53,64,63,82,58.25
Bartlomiej Smuczynski,76,43,57,33,76,58.25
Francesco Bolzoni,55,45,71,61,78,58.25
Jamie Reckord,72,46,53,59,80,58.25
Jean-Sebastien Jaures,72,27,72,68,71,58.25
Jon Bautista,66,60,56,15,58,58.25
Jordan Spence,77,28,65,67,78,58.25
Kwame Franck Elie Mawuena,72,52,58,16,57,58.25
Lukasz Mierzejewski,55,55,59,68,83,58.25
Mario Melchiot,69,32,66,83,80,58.25
Mario Mutsch,57,51,64,60,73,58.25
Patryk Lipski,63,51,65,39,52,58.25
Rob Friend,49,60,72,25,54,58.25
Steven Cherundolo,69,36,65,74,71,58.25
Stijn Wuytens,57,43,71,68,71,58.25
Tariq Chihab,60,46,67,68,59,58.25
Thomas Chatelle,56,60,65,26,53,58.25
Fahd Aktaou,79,39,56,58,62,58.20
Giuseppe De Feudis,64,42,64,65,79,58.20
Jose Semedo,63,58,59,22,62,58.20
Laurent Macquet,62,60,51,53,73,58.20
Massimo Donati,52,47,74,63,63,58.20
Nicolo Barella,75,38,62,44,70,58.20
Washington,67,45,59,65,73,58.20
Xabi Alonso,33,56,83,70,62,58.20
Asanda Sishuba,70,54,55,24,65,58.15
Bruno Silva,68,35,71,66,53,58.15
Daniel Ziebig,70,34,68,53,78,58.15
Dante,55,48,67,80,63,58.15
Dion Malone,72,30,68,66,77,58.15
Flavien La Postollec,53,45,74,63,68,58.15
Giuseppe Bellusci,62,42,67,69,68,58.15
Hans Somers,60,66,46,61,70,58.15
Nicky Low,70,49,54,54,71,58.15
Pawel Sobolewski,63,60,58,43,34,58.15
Philipp Boenig,68,34,67,68,81,58.15
Sepp De Roover,69,38,64,66,71,58.15
Abdelmalek El Hasnaoui,78,52,48,32,62,58.10
Abel Gomez,34,58,82,54,64,58.10
Alexis Blin,60,49,60,71,77,58.10
Anthony Sauthier,73,38,63,56,62,58.10
Antonio Cassano,37,74,74,12,40,58.10
Camel Meriem,54,59,67,29,53,58.10
Claudio Lustenberger,72,39,59,62,80,58.10
Georges Mandjeck,73,43,54,63,79,58.10
Jules Reimerink,72,43,64,25,63,58.10
Krzystof Piatek,58,65,57,17,65,58.10
Mark Janssen,59,60,58,43,57,58.10
Mikael Forssell,51,64,66,23,53,58.10
Milan Vilotic,65,38,66,76,72,58.10
Nabil Baha,56,53,74,29,35,58.10
Nicolas N'Koulou,78,33,58,78,70,58.10
Phil Jagielka,68,30,69,82,78,58.10
Rory McKeown,70,38,65,53,71,58.10
Shaun Cummings,78,39,53,68,74,58.10
Souahilo Meite,65,38,68,66,70,58.10
Tamas Hajnal,55,61,65,24,52,58.10
Xabier Aranburu Castillo,70,42,58,71,71,58.10
Youssef El Akchaoui,45,53,75,64,60,58.10
Abdul-Yakinu Iddi,70,46,60,34,71,58.05
Amine Linganzi,68,48,59,49,62,58.05
Andrea Cossu,54,59,65,25,68,58.05
Antonio da Silva,54,55,71,29,52,58.05
Bastien Geiger,67,40,66,52,71,58.05
Bjarni Vidarsson,53,58,62,54,69,58.05
Branko Jelic,57,64,60,19,56,58.05
David Generelo,48,52,77,59,40,58.05
Donovan Deekman,88,46,50,17,40,58.05
Elrio van Heerden,73,53,55,17,58,58.05
Flavio Nunes Ferreira,63,50,59,73,56,58.05
Florian Boucansaud,56,59,54,71,76,58.05
Herita Ilunga,71,31,69,68,67,58.05
Isak Ssewankambo,90,31,48,62,85,58.05
Javier Matilla,56,54,69,54,33,58.05
Jeremy Serwy,69,57,55,18,57,58.05
Per Ciljan Skjelbred,66,46,56,66,87,58.05
Rodney Strasser,63,49,58,62,79,58.05
Thomas Kotte,64,33,76,61,62,58.05
Tomasz Holota,59,51,61,64,71,58.05
Vadim Demidov,52,48,71,69,66,58.05
Alessandro Gazzi,60,37,73,72,68,58.00
Alvaro Garcia,82,59,40,25,49,58.00
Aytac Sulu,68,43,58,74,72,58.00
Carlos Lazaro Vallejo,61,49,65,49,61,58.00
Chris Porter,55,63,60,27,65,58.00
Daniele Conti,50,48,77,59,51,58.00
Dawid Janczyk,57,64,61,21,47,58.00
Dimitri Cavare,74,30,66,72,68,58.00
El-Hadji Ba,68,48,60,37,67,58.00
Fabio Celestini,69,43,57,74,72,58.00
Felipe Saad,65,36,70,66,68,58.00
Frank van Kouwen,65,23,83,64,70,58.00
Gianni Munari,37,61,74,56,72,58.00
Javi Hervas,69,47,56,57,71,58.00
Konrad Kaczmarek,57,62,64,13,49,58.00
Manuel Giandonato,62,42,70,59,57,58.00
Mark Burchill,61,62,58,21,53,58.00
Mateusz Kupczak,68,49,57,54,62,58.00
Matt Thornhill,76,48,51,31,79,58.00
Michael Ciani,62,26,82,75,65,58.00
Patrik Mraz,71,58,44,59,63,58.00
Raffaele Rubino,55,60,65,25,55,58.00
Rok Straus,76,43,55,52,64,58.00
Ross Draper,61,57,52,61,79,58.00
"Stefaan Tanghe,18",57,60,59,37,67,58.00
Steven Robb,66,48,61,42,68,58.00
Tobias Waisapy,75,32,64,63,71,58.00
Yang Wang,69,54,57,14,66,58.00
Anthony Deroin,51,61,61,48,73,57.95
Arne Friedrich,68,33,71,75,52,57.95
Bjorn Engels,69,54,46,75,70,57.95
Claudio Pani,73,32,70,44,65,57.95
Frederic Guilbert,68,39,63,72,67,57.95
Giuseppe Colucci,54,52,68,57,58,57.95
Jan-Philipp Kalla,68,41,61,67,72,57.95
Jonas Heymans,72,40,60,62,65,57.95
Jonas Olsson,53,56,61,77,62,57.95
Kazuki Nagasawa,69,54,56,19,66,57.95
Kenny Otigba,81,31,59,65,68,57.95
Lucas Cueto,69,48,62,31,54,57.95
Luis Perea,81,30,58,75,70,57.95
Mauricio,69,42,56,83,74,57.95
Maxime Vuille,65,52,60,49,48,57.95
Mohamed Gouaida,76,52,51,23,62,57.95
Paulin Puel,67,62,55,12,43,57.95
Piotr Brozek,72,44,54,59,80,57.95
Ronny Philp,76,34,59,68,77,57.95
Roy Gelmi,77,42,52,60,73,57.95
Simone Barone,66,40,68,55,60,57.95
Titus Bramble,69,40,60,77,68,57.95
Aidan Connolly,75,49,53,33,63,57.90
Alessio Manzoni,63,49,66,23,67,57.90
Barry Maguire,64,39,69,53,73,57.90
Carlos Gruezo,67,41,61,70,74,57.90
Kevin McHattie,72,36,63,62,70,57.90
Marko Obradovic,60,61,60,19,53,57.90
Sanel Jahic,65,47,61,56,64,57.90
Seyi Olofinjana,53,56,63,65,61,57.90
Arnaud Le Lan,54,51,67,72,53,57.85
Bernardo,72,39,56,80,75,57.85
Carlitos,72,38,60,65,72,57.85
Eduardo Costa,54,56,61,68,63,57.85
Goran Popov,54,32,84,61,76,57.85
Ivica Banovic,51,48,68,65,90,57.85
Jonathan Vila,63,46,60,71,72,57.85
Joseph Yobo,70,33,66,76,67,57.85
Lluis Sastre,64,48,60,52,73,57.85
Marc Bertran,72,39,60,69,62,57.85
Michael Lumb,72,24,74,66,71,57.85
Michal Rabusic,64,61,55,25,52,57.85
Oscar Serrano,55,58,70,25,34,57.85
Pablo Caceres,75,41,56,60,65,57.85
Sergiy Serebrennikov,56,53,66,41,66,57.85
Siqueira De Olivera Luciano,59,52,68,52,31,57.85
Steven Meechan,69,46,61,30,71,57.85
Tugay Kerimoglou,51,43,82,59,42,57.85
Warren Feeney,64,53,60,18,77,57.85
Zsolt Low,73,38,59,67,70,57.85
Cristiano Del Grosso,69,38,63,68,68,57.80
Davy de Fauw,57,39,71,73,81,57.80
Janio Bikel,75,38,56,57,85,57.80
Javier Manquillo,78,32,59,68,74,57.80
Jerko Leko,64,41,65,63,73,57.80
Mawouna Amevor,75,51,44,64,72,57.80
Roberto Trashorras,33,62,74,72,70,57.80
Stephen O'Donnell,66,53,58,23,71,57.80
Wilson Palacios,53,51,72,66,34,57.80
Yoshiaki Takagi,72,54,54,25,51,57.80
Adam King,67,44,66,39,54,57.75
Arturo ten Heuvel,53,56,65,45,66,57.75
Asier Goiria,53,53,73,25,56,57.75
Ben Hutchinson,65,58,57,25,50,57.75
Darren Rosheuvel,72,45,57,56,55,57.75
Eric Lichaj,68,40,58,79,80,57.75
James Perch,66,49,53,74,73,57.75
James Wesolowski,64,42,63,59,82,57.75
Jason Koumas,50,64,65,31,50,57.75
Kanu,68,30,71,65,76,57.75
Luke Shaw,84,32,50,78,81,57.75
Marlon Harewood,60,50,70,25,50,57.75
Michael Doughty,67,49,56,48,75,57.75
Mladen Krstajic,55,37,77,71,70,57.75
Rafael,68,36,67,61,68,57.75
Remo Staubli,68,59,51,27,60,57.75
Rene Krhin,54,50,66,61,74,57.75
Roland Juhasz,51,59,61,73,56,57.75
Scott Severin,57,52,66,57,48,57.75
Adam Kokoszka,71,31,67,60,80,57.70
Carlao,69,43,57,66,74,57.70
Christopher Teichmann,74,45,54,44,72,57.70
Fousseni Diawara,66,47,57,68,66,57.70
Ivan Perez,54,54,71,28,52,57.70
Ivica Iliev,56,59,69,17,33,57.70
Josh Walker,59,44,67,54,80,57.70
Josip Radosevic,65,40,65,65,69,57.70
Jurica Vranjes,68,39,61,70,76,57.70
Marcos Tebar,53,49,69,58,70,57.70
Marcus Haber,51,59,64,47,63,57.70
Michael Tidser,62,48,62,44,78,57.70
Nuno Lopes,68,43,59,66,68,57.70
Sanel Kuljic,57,63,64,16,34,57.70
Stefan Glarner,67,57,47,60,68,57.70
Thomas Heurtaux,68,40,60,81,65,57.70
Armiche Ortega,77,46,54,22,69,57.65
Christian Brocchi,50,40,83,68,47,57.65
David Edgar,67,41,59,67,84,57.65
Filip Krovinovic,67,51,59,44,47,57.65
Giourkas Seitaridis,70,33,69,65,56,57.65
Graham Barrett,61,60,59,14,59,57.65
Jawhar Mnari,59,36,75,62,71,57.65
Josue,55,47,65,77,74,57.65
Julian Michel,54,51,67,52,69,57.65
Marek Saganowski,49,68,63,39,34,57.65
Mozes Adams,66,54,58,18,67,57.65
Reguila,62,60,57,22,57,57.65
Robert Braber,35,64,72,53,74,57.65
Ruben Palazuelos,65,53,53,63,64,57.65
Torsten Frings,34,54,82,62,71,57.65
Cristian Raimondi,55,41,74,65,67,57.60
Dani Fernandez,67,42,61,67,65,57.60
David Jarolim,62,47,57,72,84,57.60
Diego Daniel Colotto,51,48,69,75,69,57.60
Eros Pisano,74,27,66,72,78,57.60
Gary McSheffrey,48,62,67,29,61,57.60
Isaac Osbourne,72,42,54,66,78,57.60
Jose Maria Basanta,61,41,67,78,60,57.60
Josip Simunic,57,51,63,74,52,57.60
Luka Tankulic,70,58,52,25,47,57.60
Lukasz Gargula,52,66,61,33,45,57.60
Manuel Iturra,66,27,75,65,79,57.60
Mounir Diane,57,58,62,30,60,57.60
Olivier Echouafni,57,45,68,64,68,57.60
Omer Toprak,76,28,63,85,65,57.60
Pedro Correia,65,42,62,68,70,57.60
Riccardo Cazzola,55,43,74,51,69,57.60
Sverrir Ingi Ingason,64,43,61,71,73,57.60
Vasco Regini,68,32,68,71,73,57.60
Walter Fernandez,75,52,50,28,62,57.60
Adam Drury,78,52,44,55,52,57.55
Alim Oezturk,68,31,72,61,64,57.55
Badr El Kaddouri,82,18,67,71,78,57.55
Benoit Cheyrou,40,53,76,63,74,57.55
Damien Marcq,62,49,57,66,77,57.55
Dani Sanchez,68,56,56,14,57,57.55
Didier Dheedene,52,51,69,57,62,57.55
Francois Moubandje,68,39,60,77,72,57.55
Gino Bosz,68,45,58,60,65,57.55
Kreso Ljubicic,67,53,56,41,54,57.55
Marcin Kaczmarek,58,43,67,68,75,57.55
Mats Moeller Daehli,74,53,52,24,53,57.55
Mauro Cetto,57,45,69,74,51,57.55
Michael Mancienne,76,27,65,72,71,57.55
Milos Krstic,65,55,58,21,62,57.55
Robinho,76,53,53,25,34,57.55
Ronald Zubar,60,48,62,61,70,57.55
Ruud Knol,66,35,68,63,74,57.55
Sam Morrow,62,57,62,11,54,57.55
Tadeusz Socha,84,43,45,58,61,57.55
Tortol Lumanza Lembi,63,43,67,55,58,57.55
Wilson Kamavuaka,71,33,65,64,73,57.55
Adam Ryczkowski,65,58,56,25,51,57.50
Aleksandar Todorovski,72,40,57,65,71,57.50
Ammar Jemal,66,25,77,68,74,57.50
Calum Chambers,68,47,52,75,73,57.50
Cedric Cambon,68,48,52,75,67,57.50
Domen Crnigoj,67,43,62,53,65,57.50
"Fernandez Aitor Tornavaca,29",62,50,61,59,53,57.50
Frederic Page,53,53,67,57,55,57.50
Gauthier Diafutua,62,52,60,49,57,57.50
Gerald Forschelet,61,48,64,46,66,57.50
Giel Deferm,67,46,57,63,67,57.50
Ibrahima Cisse,74,27,67,65,77,57.50
Jose Manuel Ze Gomes,55,48,68,70,54,57.50
Kevin Tapoko,51,54,67,43,75,57.50
Lorenzo Davids,63,46,62,50,74,57.50
Marco Cassetti,52,47,73,60,58,57.50
Muhamed Demiri,63,42,71,47,47,57.50
Niko Bungert,73,35,59,81,67,57.50
Raphael Augusto,65,49,63,44,44,57.50
Rudy Saintini,72,53,53,22,60,57.50
Sebastien Piocelle,56,56,61,48,64,57.50
Antonio Filippini,63,40,68,55,68,57.45
Cagdas Atan,62,28,78,70,71,57.45
Cesar Fernando,69,42,60,54,69,57.45
Davide Marchini,73,32,65,58,71,57.45
Giuseppe Rossini,38,70,74,25,32,57.45
Joel Gerezgiher,67,54,57,29,52,57.45
Johannes van den Bergh,77,32,58,71,76,57.45
"Manolo Gaspar,28",75,31,65,56,67,57.45
Marc Pfertzel,65,27,76,63,78,57.45
Michal Svec,64,42,60,67,86,57.45
Mike Te Wierik,68,40,60,72,69,57.45
Ognjen Vranjes,69,31,68,70,71,57.45
Quini,67,56,56,23,52,57.45
Stephane Dumont,51,56,62,62,73,57.45
Yuri Rose,40,64,69,49,62,57.45
Abel Aguilar,38,59,71,67,73,57.40
Alessandro Crescenzi,75,31,61,63,83,57.40
Alessandro Gamberini,69,29,69,82,64,57.40
Fabricio,66,21,81,71,69,57.40
Franz Burgmeier,48,56,68,56,60,57.40
Gheorghe Ogararu,67,44,58,65,69,57.40
Hugo Basto,66,28,74,70,70,57.40
Ivan Pejcic,69,59,52,22,46,57.40
Jason Davidson,68,51,51,55,73,57.40
Jordy Clasie,65,26,77,64,76,57.40
Joseph Bennett,68,35,65,71,69,57.40
Kandia Traore,53,64,61,26,54,57.40
Lars Lambooij,67,41,63,58,64,57.40
Norman Peyretti,61,56,60,31,55,57.40
Paulinho,84,32,51,68,78,57.40
Slobodan Rajkovic,75,20,73,74,66,57.40
Souleymane Adama Diamoutene,68,31,72,68,54,57.40
Thomas Ayasse,62,41,63,60,92,57.40
Tim Bakens,53,52,66,58,64,57.40
Victor Vazquez,46,68,64,25,55,57.40
William Tiero,60,55,60,48,50,57.40
Cedric Collet,67,46,59,50,65,57.35
Emiliano Albin,77,40,51,64,75,57.35
Fabrizio Grillo,70,37,63,64,63,57.35
Jesus Mendoza,66,37,66,59,74,57.35
Jose Movilla,52,62,60,56,47,57.35
Kevin Roelandts,43,66,71,33,34,57.35
Lukas Droppa,68,36,65,63,70,57.35
Noe Pamarot,59,47,64,62,65,57.35
Orlando,53,40,76,68,65,57.35
Thijs Bouma,74,33,62,63,70,57.35
Aissa Mandi,73,41,52,77,73,57.30
Andrew Shinnie,61,58,56,30,66,57.30
Carlos Valdez,72,36,61,62,70,57.30
Chris Baird,51,43,72,77,73,57.30
Diego Carlos,67,26,75,71,67,57.30
Erik Johansson,58,41,68,76,68,57.30
"Ferreira Gomes Paulo Sergio,22",66,46,56,64,74,57.30
Giacomo Tedesco,55,50,68,53,55,57.30
Jake Carroll,72,39,58,61,71,57.30
Javier Flano,72,34,61,68,76,57.30
Jonathon Routledge,72,32,66,73,53,57.30
Kevin Thomson,62,36,71,59,73,57.30
Manuel Coppola,68,32,67,63,81,57.30
Mathieu Boots,62,47,60,64,68,57.30
Max Christiansen,65,39,66,56,70,57.30
Milos Kosanovic,61,22,84,73,71,57.30
Nenad Tomovic,74,22,70,76,74,57.30
Niek Vossebelt,61,49,60,52,74,57.30
Niklas Moisander,62,37,68,75,69,57.30
Ricardo Osorio,63,45,60,73,65,57.30
Simone Rapp,59,55,62,17,73,57.30
Steven Thomson,61,46,62,66,66,57.30
Thilo Leugers,65,40,64,64,68,57.30
William Gallas,54,44,73,67,53,57.30
Alexandre Coeff,65,45,59,68,63,57.25
Bastian Weiser,70,46,58,32,69,57.25
Bram van Polen,75,46,44,75,80,57.25
Craig Moore,65,56,56,25,58,57.25
Danny Guyt,52,58,60,57,68,57.25
Dusan Cvetinovic,68,41,60,66,65,57.25
Fousseyni Cisse,61,60,54,25,70,57.25
Ivan Martic,78,29,59,70,79,57.25
Jeffrey Leiwakabessy,54,53,62,67,64,57.25
Joseba Llorente,48,66,69,16,31,57.25
Julien Sable,34,60,74,62,75,57.25
Kian Hansen,73,38,55,76,73,57.25
Levan Kenia,64,55,58,25,58,57.25
Lucas Souza,52,46,69,62,81,57.25
Mathieu Salamand,61,52,58,44,75,57.25
Nuno Reis,68,43,56,73,70,57.25
Rob Hulse,34,67,72,44,63,57.25
Steven McDougall,60,57,63,12,53,57.25
Wellington,75,26,67,60,77,57.25
Abel Tamata,69,50,48,70,72,57.20
Emiliano Velazquez,60,51,57,74,62,57.20
Manasse Enza-Yamissi,78,32,58,64,72,57.20
Marco Di Loreto,65,40,62,74,68,57.20
Mario Baric,71,36,60,66,76,57.20
Mario Raimondi,62,50,61,56,50,57.20
Mauro,69,39,58,72,76,57.20
Michal Walski,77,39,58,56,44,57.20
Mohamed Chakouri,64,45,62,59,59,57.20
Omar Milanetto,50,50,72,52,60,57.20
Piotr Malinowski,84,42,48,36,64,57.20
Sebastian Kaminski,65,51,62,24,52,57.20
Vincent Lachambre,65,59,44,68,68,57.20
Alexandre Di Gregorio,65,54,55,25,74,57.15
Baykal Kulaksizoglu,63,47,61,56,61,57.15
Carlos Salcido,49,45,74,69,66,57.15
Danijel Marceta,73,48,55,25,62,57.15
Drissa Diakite,76,38,51,77,76,57.15
Gregory Thil,47,61,70,25,50,57.15
Marco Biagianti,57,41,70,60,75,57.15
Raul Bravo,68,32,69,69,60,57.15
Samba Sow,65,37,64,63,84,57.15
Vitor Lima,62,46,61,60,69,57.15
Andrea Tabanelli,61,48,68,26,54,57.10
Andrew Reid,33,69,76,41,33,57.10
Carmelo Gonzalez,66,54,56,34,52,57.10
Elizio,76,35,56,63,77,57.10
Jose Gustavo Sand,31,74,72,26,54,57.10
Keith Andrews,43,53,71,65,75,57.10
Kevin Janssens,64,56,59,27,41,57.10
Leon Britton,61,55,51,70,70,57.10
Maciej Iwanski,52,59,61,51,59,57.10
Mario Piccinocchi,67,40,65,49,61,57.10
Paul Cairney,63,52,55,52,70,57.10
Robert Kovac,64,41,61,75,71,57.10
Rodrigo Hernandez,62,48,61,57,59,57.10
Rolando Mandragora,65,48,56,59,69,57.10
Vladislavs Gabovs,74,40,54,64,70,57.10
Youri Loen,49,57,70,23,63,57.10
Ahmed Apimah Barusso,61,32,75,58,75,57.05
Alessandro Del Piero,31,80,70,25,30,57.05
Benjamin Psaume,67,61,48,33,52,57.05
Daniel Fox,66,27,73,69,76,57.05
Florian Kamberi,63,57,56,21,64,57.05
Grzegorz Piesio,61,55,57,38,65,57.05
Joep van den Ouweland,69,52,50,49,66,57.05
Liassine Cadamuro,73,32,61,74,71,57.05
Marc-Andre Kruska,54,41,72,67,72,57.05
"Mario Cantaluppi,25",52,47,70,62,65,57.05
Paolo De Ceglie,70,34,63,64,75,57.05
Sebastian Bartlewski,65,58,54,20,59,57.05
Stijn Schaars,32,61,75,63,70,57.05
Alvaro Rubio,54,53,68,58,32,57.00
Antonio Guayre,60,60,58,43,29,57.00
Carlos Vigaray,69,53,46,67,65,57.00
Christian Grindheim,50,49,70,49,77,57.00
Corona,53,64,52,49,77,57.00
Geoffrey Treand,68,40,66,33,63,57.00
Houssine Kharja,61,49,67,37,41,57.00
Ian Harte,29,58,86,68,34,57.00
James Vincent,64,54,54,34,74,57.00
Jan-Arie van der Heijden,37,53,75,79,71,57.00
Jerome Leroy,54,59,66,23,43,57.00
Laurent Koscielny,78,32,54,83,73,57.00
Ludcinio Marengo,80,51,45,20,64,57.00
Marcel Correia,68,38,60,72,72,57.00
Marco Paulo,63,40,65,60,72,57.00
Michal Chrapek,53,63,57,56,46,57.00
Pontus Jansson,69,29,68,79,65,57.00
Rabiu Afolabi,61,46,60,66,72,57.00
Rasmus Lindgren,35,53,78,71,73,57.00
Steve Finnan,72,41,53,73,71,57.00
Wilfred Bouma,51,45,72,72,60,57.00
Abdullah Omar,63,45,63,52,61,56.95
Allan,65,52,58,37,52,56.95
Bourama Ouattara,69,50,56,23,66,56.95
Christoph Kramer,67,41,53,78,95,56.95
Edson Braafheid,69,31,66,74,69,56.95
Hans Cornelis,51,49,67,63,74,56.95
Hassan El Mouataz,74,30,66,58,61,56.95
Hilton,64,45,55,80,75,56.95
Jim Fenlon,76,36,55,57,80,56.95
Joey Belterman,66,45,61,55,52,56.95
Jorge Fucile,74,29,62,73,76,56.95
Leo Dubois,71,38,57,71,72,56.95
Mickaeel Tavares,62,46,59,66,71,56.95
Modeste M'Bami,50,41,76,55,82,56.95
N'Diaye Djiby,69,40,62,49,64,56.95
Oscar Ewolo,62,42,61,69,80,56.95
Roald van Hout,74,52,49,23,66,56.95
Scott Allan,64,42,65,51,62,56.95
Scott Vernon,50,61,63,22,73,56.95
Soufiane Dadda,78,45,52,28,61,56.95
Stefan Bell,67,34,65,77,66,56.95
Tshilola Tshinyama Tiko,68,35,65,56,75,56.95
Andreas Johansson,53,44,66,73,87,56.90
Evaldo,55,43,69,68,68,56.90
Gaby Jallo,67,40,61,64,66,56.90
Jonathan Buatu Mananga,68,37,64,61,63,56.90
Jose Gomes de Moraes Edmilson,44,60,70,64,30,56.90
Karl,63,40,66,62,62,56.90
Lee Wallace,82,41,42,58,90,56.90
Marcel Meeuwis,55,48,65,58,72,56.90
Marnick Vermijl,83,40,45,61,69,56.90
Peter van der Heyden,62,37,70,61,63,56.90
Pierre-Yves Ngawa,78,33,56,66,70,56.90
Rafael Toloi,64,28,75,76,60,56.90
Bart Buysse,70,36,61,65,70,56.85
Chemcedine El Araichi,71,42,52,69,78,56.85
Christopher Avevor,69,34,64,62,73,56.85
Cihat Celik,69,55,54,19,50,56.85
Fabricio Coloccini,62,44,60,75,66,56.85
Filippo Antonelli,69,38,66,32,67,56.85
Gabriele Perico,73,30,63,69,72,56.85
Gaston Silva,69,33,64,72,69,56.85
Gianluca Hossmann,68,39,61,55,74,56.85
Jesus Perez Francis,70,46,51,60,75,56.85
Julien Faussurier,66,44,53,67,92,56.85
Julio Arca,50,50,72,44,61,56.85
Lorenzo Burnet,78,46,42,67,74,56.85
Luke Young,53,44,70,71,64,56.85
Marcos Gullon,51,53,64,52,77,56.85
Maxime Chanot,54,38,73,74,73,56.85
Peter Luccin,55,52,64,60,51,56.85
Ricardo Dias,61,42,62,66,81,56.85
Rory Fallon,51,57,64,36,69,56.85
Tiago Terroso,53,53,63,52,71,56.85
Aaron Mokoena,67,53,47,67,67,56.80
Alassane Tambe,75,31,61,66,68,56.80
Anderson,74,34,58,76,64,56.80
Bart Nieuwkoop,73,29,65,62,72,56.80
Charles Diers,65,53,56,37,55,56.80
Erik Cikos,70,46,50,61,79,56.80
Fabrice N'Sakala,83,37,45,68,78,56.80
Gladstone,70,48,50,63,65,56.80
Juanito,61,41,64,72,68,56.80
Jure Travner,79,31,56,62,78,56.80
Marin Jakolis,66,58,55,14,48,56.80
Miguel Lopes,72,32,61,69,77,56.80
Nicola Strambelli,76,36,58,46,70,56.80
Ramy Bensebaini,71,49,47,69,65,56.80
Richard Socrier,47,60,67,31,61,56.80
Steven Jennings,69,40,58,60,74,56.80
Adrian Rakowski,64,50,56,50,65,56.75
Alexi Peuget,55,42,69,66,73,56.75
Antonio Mazzotta,74,27,64,64,81,56.75
Cadu,59,43,64,69,70,56.75
"Carlos Milhazes,22",55,34,76,65,80,56.75
Christopher Glombard,68,36,62,69,70,56.75
Dor Malul,70,41,57,59,68,56.75
